#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Temperature (K), Power (K)
8.1112500000e+09, -4.3145310000e-02, 1.6717120000e-02, -2.6693874148e+01, -1.6077613548e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1113000000e+09, -4.2701240000e-02, 1.7868400000e-02, -2.6690435727e+01, -1.6104274269e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1113500000e+09, -4.2224680000e-02, 1.8892900000e-02, -2.6696135695e+01, -1.6128684071e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1114000000e+09, -4.1721710000e-02, 1.9968640000e-02, -2.6696983320e+01, -1.6154357058e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1114500000e+09, -4.1241330000e-02, 2.1034980000e-02, -2.6689134528e+01, -1.6179615429e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1115000000e+09, -4.0621280000e-02, 2.2004660000e-02, -2.6707458683e+01, -1.6204413936e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1115500000e+09, -4.0053630000e-02, 2.3063300000e-02, -2.6703562427e+01, -1.6230406433e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1116000000e+09, -3.9462310000e-02, 2.3993530000e-02, -2.6710165982e+01, -1.6254252608e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1116500000e+09, -3.8879280000e-02, 2.4981540000e-02, -2.6704646828e+01, -1.6279077175e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1117000000e+09, -3.8184050000e-02, 2.5897360000e-02, -2.6718865743e+01, -1.6303924855e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1117500000e+09, -3.7618390000e-02, 2.6795830000e-02, -2.6709766151e+01, -1.6326901077e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1118000000e+09, -3.7003340000e-02, 2.7697830000e-02, -2.6703139835e+01, -1.6350518062e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1118500000e+09, -3.6339250000e-02, 2.8547720000e-02, -2.6704976975e+01, -1.6373855121e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1119000000e+09, -3.5611530000e-02, 2.9360730000e-02, -2.6715727827e+01, -1.6397449407e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1119500000e+09, -3.4955170000e-02, 3.0209110000e-02, -2.6707131522e+01, -1.6420657571e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1120000000e+09, -3.4222480000e-02, 3.1057950000e-02, -2.6704446243e+01, -1.6444923413e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1120500000e+09, -3.3463360000e-02, 3.1782320000e-02, -2.6716382729e+01, -1.6467602359e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1121000000e+09, -3.2670940000e-02, 3.2518820000e-02, -2.6726688665e+01, -1.6491027940e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1121500000e+09, -3.1875900000e-02, 3.3304990000e-02, -2.6725807060e+01, -1.6515282904e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1122000000e+09, -3.1161970000e-02, 3.4002860000e-02, -2.6721788417e+01, -1.6536929293e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1122500000e+09, -3.0397380000e-02, 3.4702620000e-02, -2.6719727572e+01, -1.6559397991e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1123000000e+09, -2.9547400000e-02, 3.5359860000e-02, -2.6729746203e+01, -1.6582673431e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1123500000e+09, -2.8777050000e-02, 3.5967570000e-02, -2.6732986869e+01, -1.6603967897e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1124000000e+09, -2.7889130000e-02, 3.6599070000e-02, -2.6742185261e+01, -1.6627611578e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1124500000e+09, -2.7162230000e-02, 3.7183280000e-02, -2.6735856761e+01, -1.6647858472e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1125000000e+09, -2.6241330000e-02, 3.7820290000e-02, -2.6738727866e+01, -1.6672178049e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1125500000e+09, -2.5389440000e-02, 3.8335500000e-02, -2.6748469014e+01, -1.6693789095e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1126000000e+09, -2.4570130000e-02, 3.8881310000e-02, -2.6745977369e+01, -1.6715194926e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1126500000e+09, -2.3694310000e-02, 3.9475050000e-02, -2.6737256209e+01, -1.6738167256e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1127000000e+09, -2.2816670000e-02, 3.9943340000e-02, -2.6744697974e+01, -1.6759766283e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1127500000e+09, -2.1908840000e-02, 4.0454040000e-02, -2.6743762644e+01, -1.6782408801e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1128000000e+09, -2.1076260000e-02, 4.0914610000e-02, -2.6740301562e+01, -1.6803082983e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1128500000e+09, -2.0094090000e-02, 4.1316800000e-02, -2.6755425418e+01, -1.6826098065e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1129000000e+09, -1.9181810000e-02, 4.1721740000e-02, -2.6759964423e+01, -1.6847822463e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1129500000e+09, -1.8221970000e-02, 4.2130680000e-02, -2.6763283764e+01, -1.6870544553e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1130000000e+09, -1.7332440000e-02, 4.2552210000e-02, -2.6754903606e+01, -1.6891957356e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1130500000e+09, -1.6454410000e-02, 4.2828510000e-02, -2.6767419420e+01, -1.6911953843e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1131000000e+09, -1.5568350000e-02, 4.3235940000e-02, -2.6753636608e+01, -1.6933134162e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1131500000e+09, -1.4676800000e-02, 4.3600640000e-02, -2.6743972675e+01, -1.6954054940e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1132000000e+09, -1.3672500000e-02, 4.3834840000e-02, -2.6760407195e+01, -1.6976412844e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1132500000e+09, -1.2755270000e-02, 4.4077140000e-02, -2.6766465728e+01, -1.6997069414e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1133000000e+09, -1.1797160000e-02, 4.4342840000e-02, -2.6766529135e+01, -1.7018738337e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1133500000e+09, -1.0834060000e-02, 4.4547900000e-02, -2.6773895510e+01, -1.7040190873e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1134000000e+09, -9.9153310000e-03, 4.4744020000e-02, -2.6777101661e+01, -1.7060682472e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1134500000e+09, -8.9060730000e-03, 4.4939910000e-02, -2.6780054287e+01, -1.7083117180e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1135000000e+09, -8.0105150000e-03, 4.5177050000e-02, -2.6767202137e+01, -1.7103269756e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1135500000e+09, -7.0309410000e-03, 4.5258050000e-02, -2.6782514002e+01, -1.7124639303e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1136000000e+09, -6.1311480000e-03, 4.5445600000e-02, -2.6771827141e+01, -1.7144657483e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1136500000e+09, -5.1899380000e-03, 4.5542010000e-02, -2.6775718534e+01, -1.7165289753e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1137000000e+09, -4.2934400000e-03, 4.5642800000e-02, -2.6774295198e+01, -1.7184969481e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1137500000e+09, -3.3190070000e-03, 4.5785390000e-02, -2.6762699758e+01, -1.7206395646e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1138000000e+09, -2.3167490000e-03, 4.5723070000e-02, -2.6786156721e+01, -1.7228133742e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1138500000e+09, -1.3138570000e-03, 4.5827270000e-02, -2.6773952031e+01, -1.7250097682e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1139000000e+09, -3.8273240000e-04, 4.5755270000e-02, -2.6790873688e+01, -1.7270395018e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1139500000e+09, 5.9505000000e-04, 4.5766250000e-02, -2.6788359313e+01, -1.7291760801e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1140000000e+09, 1.4981830000e-03, 4.5738550000e-02, -2.6789695041e+01, -1.7311503255e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1140500000e+09, 2.4351730000e-03, 4.5742560000e-02, -2.6781299641e+01, -1.7331945870e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1141000000e+09, 3.4298810000e-03, 4.5690690000e-02, -2.6779041376e+01, -1.7353686459e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1141500000e+09, 4.3708340000e-03, 4.5499460000e-02, -2.6799981460e+01, -1.7374529149e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1142000000e+09, 5.2887900000e-03, 4.5447790000e-02, -2.6791326535e+01, -1.7394609195e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1142500000e+09, 6.2339810000e-03, 4.5293040000e-02, -2.6797868104e+01, -1.7415536841e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1143000000e+09, 7.1745100000e-03, 4.5171390000e-02, -2.6794532529e+01, -1.7436272517e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1143500000e+09, 8.0933690000e-03, 4.4896550000e-02, -2.6816855935e+01, -1.7457111198e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1144000000e+09, 9.0408260000e-03, 4.4786520000e-02, -2.6803591800e+01, -1.7477947675e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1144500000e+09, 9.9289180000e-03, 4.4570010000e-02, -2.6808795261e+01, -1.7497951696e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1145000000e+09, 1.0869090000e-02, 4.4370730000e-02, -2.6804986111e+01, -1.7518989897e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1145500000e+09, 1.1691760000e-02, 4.4071480000e-02, -2.6821470562e+01, -1.7538077063e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1146000000e+09, 1.2599990000e-02, 4.3782910000e-02, -2.6828347962e+01, -1.7558971062e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1146500000e+09, 1.3563900000e-02, 4.3551660000e-02, -2.6817850075e+01, -1.7580682057e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1147000000e+09, 1.4420740000e-02, 4.3287090000e-02, -2.6815756194e+01, -1.7600337778e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1147500000e+09, 1.5307790000e-02, 4.2895380000e-02, -2.6831196267e+01, -1.7621535645e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1148000000e+09, 1.6115730000e-02, 4.2566390000e-02, -2.6836910975e+01, -1.7640684635e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1148500000e+09, 1.7081130000e-02, 4.2288330000e-02, -2.6819224972e+01, -1.7662641272e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1149000000e+09, 1.7864050000e-02, 4.1950450000e-02, -2.6821529187e+01, -1.7681338899e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1149500000e+09, 1.8726540000e-02, 4.1470430000e-02, -2.6839289886e+01, -1.7702913118e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1150000000e+09, 1.9586820000e-02, 4.1108760000e-02, -2.6832805311e+01, -1.7723401266e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1150500000e+09, 2.0373770000e-02, 4.0735170000e-02, -2.6830981633e+01, -1.7742528664e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1151000000e+09, 2.1230900000e-02, 4.0224220000e-02, -2.6842943003e+01, -1.7764409893e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1151500000e+09, 2.1984060000e-02, 3.9869340000e-02, -2.6834293656e+01, -1.7782679064e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1152000000e+09, 2.2827810000e-02, 3.9358230000e-02, -2.6839920639e+01, -1.7804344084e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1152500000e+09, 2.3581920000e-02, 3.8915230000e-02, -2.6839243295e+01, -1.7823565851e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1153000000e+09, 2.4318600000e-02, 3.8441300000e-02, -2.6842126734e+01, -1.7842817193e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1153500000e+09, 2.5190780000e-02, 3.7985060000e-02, -2.6824714729e+01, -1.7864341685e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1154000000e+09, 2.5887420000e-02, 3.7438150000e-02, -2.6836577075e+01, -1.7883738884e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1154500000e+09, 2.6683410000e-02, 3.6899400000e-02, -2.6832812803e+01, -1.7904847143e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1155000000e+09, 2.7346080000e-02, 3.6317560000e-02, -2.6847071669e+01, -1.7924159619e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1155500000e+09, 2.8060520000e-02, 3.5719050000e-02, -2.6854495532e+01, -1.7944651835e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1156000000e+09, 2.8818300000e-02, 3.5187840000e-02, -2.6843069995e+01, -1.7964969807e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1156500000e+09, 2.9529780000e-02, 3.4640960000e-02, -2.6836094070e+01, -1.7984675857e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1157000000e+09, 3.0126490000e-02, 3.3996320000e-02, -2.6854260088e+01, -1.8003880580e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1157500000e+09, 3.0817630000e-02, 3.3404390000e-02, -2.6849580663e+01, -1.8023901122e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1158000000e+09, 3.1469400000e-02, 3.2667700000e-02, -2.6866597847e+01, -1.8045476518e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1158500000e+09, 3.2181720000e-02, 3.2036050000e-02, -2.6857173203e+01, -1.8066426129e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1159000000e+09, 3.2721170000e-02, 3.1388370000e-02, -2.6869970127e+01, -1.8084944181e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1159500000e+09, 3.3314820000e-02, 3.0727380000e-02, -2.6873891764e+01, -1.8104537906e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1160000000e+09, 3.3907170000e-02, 3.0031620000e-02, -2.6879084999e+01, -1.8124697130e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1160500000e+09, 3.4581490000e-02, 2.9372000000e-02, -2.6864293322e+01, -1.8145435784e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1161000000e+09, 3.5127210000e-02, 2.8631050000e-02, -2.6874718985e+01, -1.8165694720e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1161500000e+09, 3.5674590000e-02, 2.7956720000e-02, -2.6873457393e+01, -1.8184858617e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1162000000e+09, 3.6203820000e-02, 2.7173790000e-02, -2.6884301820e+01, -1.8205685010e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1162500000e+09, 3.6673010000e-02, 2.6427970000e-02, -2.6896578200e+01, -1.8225112719e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1163000000e+09, 3.7183220000e-02, 2.5756460000e-02, -2.6890971128e+01, -1.8243752585e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1163500000e+09, 3.7714410000e-02, 2.4937980000e-02, -2.6894597120e+01, -1.8265325126e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1164000000e+09, 3.8302370000e-02, 2.4166890000e-02, -2.6880110226e+01, -1.8286689212e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1164500000e+09, 3.8758300000e-02, 2.3451770000e-02, -2.6877821504e+01, -1.8305411427e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1165000000e+09, 3.9191620000e-02, 2.2683170000e-02, -2.6881382610e+01, -1.8324888490e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1165500000e+09, 3.9561560000e-02, 2.1877050000e-02, -2.6895781064e+01, -1.8344421903e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1166000000e+09, 3.9954420000e-02, 2.1022060000e-02, -2.6907355850e+01, -1.8365207006e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1166500000e+09, 4.0447590000e-02, 2.0276020000e-02, -2.6888557390e+01, -1.8384875904e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1167000000e+09, 4.0784260000e-02, 1.9509190000e-02, -2.6895266815e+01, -1.8403377054e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1167500000e+09, 4.1219710000e-02, 1.8674110000e-02, -2.6887152445e+01, -1.8424178164e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1168000000e+09, 4.1513670000e-02, 1.7767870000e-02, -2.6905653088e+01, -1.8445146602e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1168500000e+09, 4.1922340000e-02, 1.7048440000e-02, -2.6886420787e+01, -1.8463315217e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1169000000e+09, 4.2240840000e-02, 1.6127960000e-02, -2.6894342004e+01, -1.8484828561e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1169500000e+09, 4.2462460000e-02, 1.5264940000e-02, -2.6912053962e+01, -1.8504449602e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1170000000e+09, 4.2809430000e-02, 1.4496000000e-02, -2.6897781237e+01, -1.8523057644e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1170500000e+09, 4.3134080000e-02, 1.3640240000e-02, -2.6889659682e+01, -1.8543277578e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1171000000e+09, 4.3309000000e-02, 1.2757470000e-02, -2.6907057910e+01, -1.8563089513e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1171500000e+09, 4.3639720000e-02, 1.1921550000e-02, -2.6889779554e+01, -1.8582881443e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1172000000e+09, 4.3726050000e-02, 1.0986760000e-02, -2.6919317671e+01, -1.8603388444e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1172500000e+09, 4.3977140000e-02, 1.0123420000e-02, -2.6911214555e+01, -1.8623300130e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1173000000e+09, 4.4177390000e-02, 9.2969310000e-03, -2.6907798994e+01, -1.8642137124e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1173500000e+09, 4.4308300000e-02, 8.4267790000e-03, -2.6915986529e+01, -1.8661615319e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1174000000e+09, 4.4478770000e-02, 7.5380200000e-03, -2.6913965921e+01, -1.8681676489e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1174500000e+09, 4.4674950000e-02, 6.6959790000e-03, -2.6902235399e+01, -1.8700781201e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1175000000e+09, 4.4717740000e-02, 5.7597750000e-03, -2.6918943927e+01, -1.8721458293e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1175500000e+09, 4.4812760000e-02, 4.8485390000e-03, -2.6921421745e+01, -1.8741779669e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1176000000e+09, 4.4819170000e-02, 4.0208040000e-03, -2.6935910868e+01, -1.8760083737e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1176500000e+09, 4.4870250000e-02, 3.1507560000e-03, -2.6939468881e+01, -1.8779451727e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1177000000e+09, 4.4932340000e-02, 2.1454090000e-03, -2.6938929371e+01, -1.8801844611e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1177500000e+09, 4.4967080000e-02, 1.2908800000e-03, -2.6938528694e+01, -1.8820856580e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1178000000e+09, 4.4945500000e-02, 3.6871760000e-04, -2.6945983407e+01, -1.8841352446e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1178500000e+09, 4.4959240000e-02, -4.6260430000e-04, -2.6943161003e+01, -1.8859844974e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1179000000e+09, 4.4916990000e-02, -1.3786650000e-03, -2.6947697537e+01, -1.8880239908e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1179500000e+09, 4.4910210000e-02, -2.2256710000e-03, -2.6942445004e+01, -1.8899073650e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1180000000e+09, 4.4788190000e-02, -3.1260160000e-03, -2.6955624828e+01, -1.8919238459e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1180500000e+09, 4.4738540000e-02, -4.0872770000e-03, -2.6950265893e+01, -1.8940662205e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1181000000e+09, 4.4682440000e-02, -4.8641830000e-03, -2.6946097779e+01, -1.8957990101e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1181500000e+09, 4.4538010000e-02, -5.7666680000e-03, -2.6953180469e+01, -1.8978317026e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1182000000e+09, 4.4384010000e-02, -6.5884190000e-03, -2.6960812368e+01, -1.8996921095e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1182500000e+09, 4.4296020000e-02, -7.4908370000e-03, -2.6950250331e+01, -1.9017079569e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1183000000e+09, 4.4125970000e-02, -8.3620240000e-03, -2.6952887891e+01, -1.9036838585e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1183500000e+09, 4.3888610000e-02, -9.2302180000e-03, -2.6965000402e+01, -1.9056845100e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1184000000e+09, 4.3785220000e-02, -1.0102640000e-02, -2.6948187642e+01, -1.9076319174e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1184500000e+09, 4.3476470000e-02, -1.0949800000e-02, -2.6967819986e+01, -1.9096280431e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1185000000e+09, 4.3259720000e-02, -1.1816100000e-02, -2.6965828342e+01, -1.9116195098e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1185500000e+09, 4.3069320000e-02, -1.2663560000e-02, -2.6956533826e+01, -1.9135524296e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1186000000e+09, 4.2792290000e-02, -1.3455940000e-02, -2.6963197032e+01, -1.9154214282e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1186500000e+09, 4.2503890000e-02, -1.4301060000e-02, -2.6965661219e+01, -1.9174122083e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1187000000e+09, 4.2322780000e-02, -1.5147230000e-02, -2.6945075543e+01, -1.9193249247e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1187500000e+09, 4.2132390000e-02, -1.5963190000e-02, -2.6925121513e+01, -1.9211725343e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1188000000e+09, 4.1771070000e-02, -1.6849150000e-02, -2.6927787146e+01, -1.9232963133e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1188500000e+09, 4.1400350000e-02, -1.7612260000e-02, -2.6937507241e+01, -1.9251776596e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1189000000e+09, 4.1065300000e-02, -1.8477100000e-02, -2.6929830009e+01, -1.9272363574e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1189500000e+09, 4.0605830000e-02, -1.9239140000e-02, -2.6948684267e+01, -1.9292026676e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1190000000e+09, 4.0233010000e-02, -2.0051510000e-02, -2.6944856616e+01, -1.9311910324e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1190500000e+09, 3.9835740000e-02, -2.0790070000e-02, -2.6948393337e+01, -1.9330565643e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1191000000e+09, 3.9462750000e-02, -2.1551230000e-02, -2.6942695082e+01, -1.9349412106e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1191500000e+09, 3.8983240000e-02, -2.2377090000e-02, -2.6945568025e+01, -1.9370652054e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
8.1192000000e+09, 3.8522330000e-02, -2.3104700000e-02, -2.6951225128e+01, -1.9389809382e+01, 1.7000000000e+01, 1.4518800000e-02, 1.7000000000e+01
