#Frequency (Hz), S21re (), S21im (), S21dB (dB), S21Ph (rad), Power (dBm), Temperature (K), Power (K)
8.1090000000e+09, 2.9648540000e-02, -1.3249200000e-02, -2.9769216122e+01, -1.2986622995e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1090500000e+09, 2.6417470000e-02, -2.1490030000e-02, -2.9356528035e+01, -1.3249275973e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1091000000e+09, 2.1907610000e-02, -2.7916280000e-02, -2.8998838795e+01, -1.3471787341e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1091500000e+09, 1.6470540000e-02, -3.3245220000e-02, -2.8612164202e+01, -1.3677185377e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1092000000e+09, 1.0680470000e-02, -3.6913880000e-02, -2.8307056735e+01, -1.3855523227e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1092500000e+09, 4.8399620000e-03, -3.9213130000e-02, -2.8065707239e+01, -1.4014360970e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1093000000e+09, -1.2970240000e-03, -4.0536750000e-02, -2.7838577610e+01, -1.4169152279e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1093500000e+09, -6.3619560000e-03, -4.0957880000e-02, -2.7649711734e+01, -1.4291264732e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1094000000e+09, -1.1420510000e-02, -4.0510460000e-02, -2.7516526120e+01, -1.4411950623e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1094500000e+09, -1.5927030000e-02, -3.9738320000e-02, -2.7368838904e+01, -1.4518360861e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1095000000e+09, -1.9759830000e-02, -3.8584150000e-02, -2.7260298821e+01, -1.4610465835e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1095500000e+09, -2.3384170000e-02, -3.6949620000e-02, -2.7184908011e+01, -1.4701402947e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1096000000e+09, -2.6286300000e-02, -3.5516320000e-02, -2.7094359715e+01, -1.4774314100e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1096500000e+09, -2.9045880000e-02, -3.3607550000e-02, -2.7048441765e+01, -1.4849885364e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1097000000e+09, -3.1523860000e-02, -3.1740500000e-02, -2.6987066651e+01, -1.4919140757e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1097500000e+09, -3.3811440000e-02, -2.9744620000e-02, -2.6929414947e+01, -1.4986465905e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1098000000e+09, -3.5420160000e-02, -2.7898150000e-02, -2.6918851574e+01, -1.5040807702e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1098500000e+09, -3.7227990000e-02, -2.5916380000e-02, -2.6866428497e+01, -1.5099823796e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1099000000e+09, -3.8678790000e-02, -2.4098860000e-02, -2.6826045200e+01, -1.5150766686e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1099500000e+09, -4.0010880000e-02, -2.1972200000e-02, -2.6811756275e+01, -1.5205768557e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1100000000e+09, -4.0970550000e-02, -2.0098040000e-02, -2.6814114073e+01, -1.5251905444e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1100500000e+09, -4.2161940000e-02, -1.8388350000e-02, -2.6745334746e+01, -1.5296698063e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1101000000e+09, -4.2973110000e-02, -1.6443510000e-02, -2.6742633041e+01, -1.5342505730e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1101500000e+09, -4.3419750000e-02, -1.4636700000e-02, -2.6778825330e+01, -1.5382828574e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1102000000e+09, -4.4107680000e-02, -1.2768520000e-02, -2.6760217525e+01, -1.5426180787e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1102500000e+09, -4.4823540000e-02, -1.0985170000e-02, -2.6716563450e+01, -1.5467624382e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1103000000e+09, -4.5075960000e-02, -9.5398270000e-03, -2.6730805959e+01, -1.5499401906e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1103500000e+09, -4.5475340000e-02, -8.0728010000e-03, -2.6709731759e+01, -1.5532273136e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1104000000e+09, -4.5811230000e-02, -6.3326480000e-03, -2.6698356676e+01, -1.5570600259e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1104500000e+09, -4.5949270000e-02, -4.7992780000e-03, -2.6707306007e+01, -1.5603893297e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1105000000e+09, -4.6059470000e-02, -2.9260760000e-03, -2.6716129142e+01, -1.5644520308e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1105500000e+09, -4.6254590000e-02, -1.4243110000e-03, -2.6692787256e+01, -1.5677180137e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1106000000e+09, -4.6281890000e-02, -1.8200600000e-04, -2.6691711121e+01, -1.5704030735e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1106500000e+09, -4.6403640000e-02, 1.5853090000e-03, -2.6663893144e+01, -1.5742113448e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1107000000e+09, -4.6138550000e-02, 2.9521140000e-03, -2.6700977831e+01, -1.5771859843e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1107500000e+09, -4.5881570000e-02, 4.3698230000e-03, -2.6728017703e+01, -1.5802918207e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1108000000e+09, -4.6000440000e-02, 5.7993120000e-03, -2.6676276993e+01, -1.5833372444e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1108500000e+09, -4.5786720000e-02, 7.1546380000e-03, -2.6680440621e+01, -1.5862969881e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1109000000e+09, -4.5594800000e-02, 8.3503830000e-03, -2.6678414607e+01, -1.5889099201e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1109500000e+09, -4.5450750000e-02, 9.5795990000e-03, -2.6660412661e+01, -1.5915691654e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1110000000e+09, -4.5001700000e-02, 1.0736290000e-02, -2.6695008118e+01, -1.5942160621e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1110500000e+09, -4.4718350000e-02, 1.2064680000e-02, -2.6685145321e+01, -1.5971481786e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1111000000e+09, -4.4373050000e-02, 1.3189610000e-02, -2.6689913305e+01, -1.5996889442e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1111500000e+09, -4.4208010000e-02, 1.4464390000e-02, -2.6648297062e+01, -1.6024174082e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1112000000e+09, -4.3713310000e-02, 1.5783060000e-02, -2.6655546022e+01, -1.6054455546e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1112500000e+09, -4.3178860000e-02, 1.6873510000e-02, -2.6677374568e+01, -1.6080497696e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1113000000e+09, -4.2729670000e-02, 1.7925090000e-02, -2.6681409420e+01, -1.6105166027e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1113500000e+09, -4.2107430000e-02, 1.9043680000e-02, -2.6704602792e+01, -1.6132698446e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1114000000e+09, -4.1596250000e-02, 2.0005100000e-02, -2.6715282380e+01, -1.6156243028e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1114500000e+09, -4.1228500000e-02, 2.1196210000e-02, -2.6677497353e+01, -1.6182839387e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1115000000e+09, -4.0887800000e-02, 2.2080840000e-02, -2.6656717934e+01, -1.6203123571e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1115500000e+09, -4.0036780000e-02, 2.3110100000e-02, -2.6701913168e+01, -1.6231465645e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1116000000e+09, -3.9445480000e-02, 2.4169880000e-02, -2.6695600497e+01, -1.6257698831e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1116500000e+09, -3.8750380000e-02, 2.4883660000e-02, -2.6735026433e+01, -1.6278802117e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1117000000e+09, -3.8137910000e-02, 2.6089610000e-02, -2.6705679624e+01, -1.6307928652e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1117500000e+09, -3.7385500000e-02, 2.6745010000e-02, -2.6751064285e+01, -1.6328939999e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1118000000e+09, -3.7201070000e-02, 2.7635670000e-02, -2.6680365209e+01, -1.6346887463e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1118500000e+09, -3.6302180000e-02, 2.8800850000e-02, -2.6680997454e+01, -1.6378644873e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1119000000e+09, -3.5753720000e-02, 2.9418560000e-02, -2.6688197514e+01, -1.6396459519e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1119500000e+09, -3.4863990000e-02, 3.0170910000e-02, -2.6724813545e+01, -1.6421323817e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1120000000e+09, -3.4179580000e-02, 3.1109410000e-02, -2.6703908060e+01, -1.6446371732e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1120500000e+09, -3.3350520000e-02, 3.1797150000e-02, -2.6729853815e+01, -1.6469522118e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1121000000e+09, -3.2551000000e-02, 3.2776220000e-02, -2.6708364794e+01, -1.6496808985e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1121500000e+09, -3.1961100000e-02, 3.3298630000e-02, -2.6715570568e+01, -1.6513854050e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1122000000e+09, -3.1230900000e-02, 3.4036430000e-02, -2.6708365846e+01, -1.6536320197e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1122500000e+09, -3.0270650000e-02, 3.4813510000e-02, -2.6719686385e+01, -1.6563048186e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1123000000e+09, -2.9631830000e-02, 3.5556030000e-02, -2.6691244522e+01, -1.6583991360e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1123500000e+09, -2.8689680000e-02, 3.6119250000e-02, -2.6720900230e+01, -1.6607501228e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1124000000e+09, -2.7818270000e-02, 3.6685650000e-02, -2.6737270217e+01, -1.6629975548e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1124500000e+09, -2.7076020000e-02, 3.7376610000e-02, -2.6715955560e+01, -1.6651837712e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1125000000e+09, -2.6276390000e-02, 3.7881280000e-02, -2.6725511410e+01, -1.6672307386e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1125500000e+09, -2.5538840000e-02, 3.8737410000e-02, -2.6669924254e+01, -1.6695887560e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1126000000e+09, -2.4433160000e-02, 3.9051060000e-02, -2.6732618666e+01, -1.6719677094e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1126500000e+09, -2.3725950000e-02, 3.9436710000e-02, -2.6740382033e+01, -1.6737149089e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1127000000e+09, -2.2969770000e-02, 4.0017960000e-02, -2.6718146580e+01, -1.6757687298e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1127500000e+09, -2.2021040000e-02, 4.0628530000e-02, -2.6704793450e+01, -1.6782071992e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1128000000e+09, -2.0981950000e-02, 4.0887970000e-02, -2.6752920383e+01, -1.6804641834e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1128500000e+09, -2.0085300000e-02, 4.1472580000e-02, -2.6729693798e+01, -1.6827748159e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1129000000e+09, -1.9119260000e-02, 4.1848660000e-02, -2.6743085924e+01, -1.6850209997e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1129500000e+09, -1.8160720000e-02, 4.2186530000e-02, -2.6758173689e+01, -1.6872251259e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1130000000e+09, -1.7382190000e-02, 4.2772780000e-02, -2.6712838492e+01, -1.6892761581e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1130500000e+09, -1.6458130000e-02, 4.2913790000e-02, -2.6752108037e+01, -1.6912543725e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1131000000e+09, -1.5392640000e-02, 4.3303770000e-02, -2.6752752708e+01, -1.6937231359e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1131500000e+09, -1.4525370000e-02, 4.3558300000e-02, -2.6760651456e+01, -1.6956886382e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1132000000e+09, -1.3746830000e-02, 4.3828740000e-02, -2.6757311737e+01, -1.6974828511e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1132500000e+09, -1.2567160000e-02, 4.4133190000e-02, -2.6766092840e+01, -1.7001346765e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1133000000e+09, -1.1724540000e-02, 4.4446250000e-02, -2.6751140731e+01, -1.7020843466e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1133500000e+09, -1.0604990000e-02, 4.4558840000e-02, -2.6782036172e+01, -1.7045106840e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1134000000e+09, -9.6705970000e-03, 4.4878940000e-02, -2.6762036292e+01, -1.7066522920e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1134500000e+09, -9.0735570000e-03, 4.5148900000e-02, -2.6735099903e+01, -1.7080431888e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1135000000e+09, -8.2926990000e-03, 4.4950820000e-02, -2.6799898262e+01, -1.7096326973e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1135500000e+09, -6.9629080000e-03, 4.5571370000e-02, -2.6725936838e+01, -1.7127140912e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1136000000e+09, -5.9488810000e-03, 4.5537550000e-02, -2.6759115499e+01, -1.7148858399e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1136500000e+09, -5.1082270000e-03, 4.5674830000e-02, -2.6752476745e+01, -1.7167383426e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1137000000e+09, -4.0305930000e-03, 4.5775550000e-02, -2.6753787506e+01, -1.7190934877e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1137500000e+09, -3.0107390000e-03, 4.5555990000e-02, -2.6810162739e+01, -1.7212766800e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1138000000e+09, -2.0314180000e-03, 4.5750850000e-02, -2.6783462901e+01, -1.7234386986e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1138500000e+09, -1.1181510000e-03, 4.5750920000e-02, -2.6789410048e+01, -1.7254324492e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1139000000e+09, -2.5640000000e-04, 4.5928640000e-02, -2.6758192941e+01, -1.7273177079e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1139500000e+09, 6.7439650000e-04, 4.5943490000e-02, -2.6754584688e+01, -1.7293437367e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1140000000e+09, 1.7002550000e-03, 4.5691150000e-02, -2.6797348591e+01, -1.7315954344e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1140500000e+09, 2.5783490000e-03, 4.5937090000e-02, -2.6743070179e+01, -1.7334828592e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1141000000e+09, 3.5451030000e-03, 4.5699750000e-02, -2.6775667324e+01, -1.7356178343e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1141500000e+09, 4.3693690000e-03, 4.5465750000e-02, -2.6806386863e+01, -1.7374567795e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1142000000e+09, 5.3183170000e-03, 4.5627820000e-02, -2.6756799925e+01, -1.7394794652e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1142500000e+09, 6.3757800000e-03, 4.5202100000e-02, -2.6811272070e+01, -1.7418885719e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1143000000e+09, 7.0116780000e-03, 4.4913650000e-02, -2.6847856941e+01, -1.7433624193e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1143500000e+09, 8.2435160000e-03, 4.4962580000e-02, -2.6799390941e+01, -1.7460087467e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1144000000e+09, 9.0661780000e-03, 4.4687420000e-02, -2.6821118610e+01, -1.7478922721e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1144500000e+09, 1.0193110000e-02, 4.4710440000e-02, -2.6771766421e+01, -1.7502909135e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1145000000e+09, 1.1027350000e-02, 4.4359060000e-02, -2.6799932400e+01, -1.7522413547e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1145500000e+09, 1.1892640000e-02, 4.4005840000e-02, -2.6823651491e+01, -1.7542705735e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1146000000e+09, 1.2942500000e-02, 4.3944210000e-02, -2.6780699385e+01, -1.7565182388e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1146500000e+09, 1.3554690000e-02, 4.3383470000e-02, -2.6849001454e+01, -1.7581588932e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1147000000e+09, 1.4522530000e-02, 4.3330780000e-02, -2.6801737607e+01, -1.7602148803e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1147500000e+09, 1.5347570000e-02, 4.3048650000e-02, -2.6801168281e+01, -1.7621228252e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1148000000e+09, 1.6372080000e-02, 4.2664170000e-02, -2.6802120184e+01, -1.7645173312e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1148500000e+09, 1.6959110000e-02, 4.2170240000e-02, -2.6848821792e+01, -1.7661125148e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1149000000e+09, 1.7960280000e-02, 4.1907210000e-02, -2.6821902360e+01, -1.7683652331e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1149500000e+09, 1.8827090000e-02, 4.1609400000e-02, -2.6807270274e+01, -1.7703667366e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1150000000e+09, 1.9657660000e-02, 4.0875480000e-02, -2.6867174758e+01, -1.7727023532e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1150500000e+09, 2.0619230000e-02, 4.0741920000e-02, -2.6808821324e+01, -1.7747270290e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1151000000e+09, 2.1113500000e-02, 4.0490280000e-02, -2.6808433995e+01, -1.7759416543e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1151500000e+09, 2.2096620000e-02, 3.9757320000e-02, -2.6842594279e+01, -1.7786035294e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1152000000e+09, 2.2974180000e-02, 3.9466050000e-02, -2.6808143691e+01, -1.7805932121e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1152500000e+09, 2.3669230000e-02, 3.8820200000e-02, -2.6846090211e+01, -1.7826291341e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1153000000e+09, 2.4644820000e-02, 3.8406280000e-02, -2.6814338644e+01, -1.7849268836e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1153500000e+09, 2.5174300000e-02, 3.7996420000e-02, -2.6824645463e+01, -1.7863902609e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1154000000e+09, 2.6060760000e-02, 3.7040070000e-02, -2.6880068139e+01, -1.7891886147e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1154500000e+09, 2.6803130000e-02, 3.6884510000e-02, -2.6821716536e+01, -1.7907166220e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1155000000e+09, 2.7500560000e-02, 3.6388310000e-02, -2.6818552623e+01, -1.7925932215e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1155500000e+09, 2.8176190000e-02, 3.5603710000e-02, -2.6858120580e+01, -1.7948224470e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1156000000e+09, 2.8781000000e-02, 3.5090730000e-02, -2.6861949150e+01, -1.7965689721e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1156500000e+09, 2.9543290000e-02, 3.4452640000e-02, -2.6861769730e+01, -1.7987594242e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1157000000e+09, 2.9898360000e-02, 3.3925650000e-02, -2.6893360681e+01, -1.8001141384e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1157500000e+09, 3.0887560000e-02, 3.3190580000e-02, -2.6870495675e+01, -1.8028232416e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1158000000e+09, 3.1671030000e-02, 3.2466670000e-02, -2.6867364040e+01, -1.8051753210e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1158500000e+09, 3.2209190000e-02, 3.2102500000e-02, -2.6844489560e+01, -1.8065816709e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1159000000e+09, 3.2686250000e-02, 3.1368750000e-02, -2.6877402337e+01, -1.8084723120e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1159500000e+09, 3.3665660000e-02, 3.0758820000e-02, -2.6820449032e+01, -1.8109247292e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1160000000e+09, 3.4170230000e-02, 2.9985640000e-02, -2.6847134775e+01, -1.8129290861e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1160500000e+09, 3.4663910000e-02, 2.9503190000e-02, -2.6836050348e+01, -1.8144411281e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1161000000e+09, 3.5084440000e-02, 2.8644210000e-02, -2.6879478077e+01, -1.8164872895e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1161500000e+09, 3.5811700000e-02, 2.8101310000e-02, -2.6835764037e+01, -1.8184216386e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1162000000e+09, 3.6444250000e-02, 2.7159070000e-02, -2.6849120546e+01, -1.8209119521e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1162500000e+09, 3.7014510000e-02, 2.6464690000e-02, -2.6839344627e+01, -1.8228845862e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1163000000e+09, 3.7274950000e-02, 2.5824690000e-02, -2.6869058133e+01, -1.8243667574e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1163500000e+09, 3.7586400000e-02, 2.5032520000e-02, -2.6905051401e+01, -1.8262015411e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1164000000e+09, 3.8428250000e-02, 2.4174090000e-02, -2.6858973493e+01, -1.8288034643e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1164500000e+09, 3.8931870000e-02, 2.3369620000e-02, -2.6857472213e+01, -1.8308938172e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1165000000e+09, 3.9290430000e-02, 2.2716890000e-02, -2.6861760044e+01, -1.8325336041e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1165500000e+09, 3.9712550000e-02, 2.1922550000e-02, -2.6866211450e+01, -1.8345154907e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1166000000e+09, 4.0292260000e-02, 2.0996480000e-02, -2.6852233189e+01, -1.8369167572e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1166500000e+09, 4.0331060000e-02, 2.0364740000e-02, -2.6900895400e+01, -1.8381964629e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1167000000e+09, 4.1049640000e-02, 1.9510660000e-02, -2.6849245937e+01, -1.8405867488e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1167500000e+09, 4.1185110000e-02, 1.8493630000e-02, -2.6907473141e+01, -1.8427503282e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1168000000e+09, 4.1622140000e-02, 1.7884060000e-02, -2.6877713989e+01, -1.8443730822e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1168500000e+09, 4.1916530000e-02, 1.6953130000e-02, -2.6894332559e+01, -1.8465219450e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1169000000e+09, 4.2226050000e-02, 1.6171890000e-02, -2.6893981593e+01, -1.8483804257e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
8.1169500000e+09, 4.2801530000e-02, 1.5440880000e-02, -2.6839474725e+01, -1.8503331833e+01, 6.0000000000e+00, 1.4536300000e-02, 6.0000000000e+00
